reaction,metabolite,name,formula,carbon_atom
HSDy,hom__L_c,L-Homoserine,C4H9NO3,Presence
HSDy,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
HSDy,aspsa_c,L-Aspartate 4-semialdehyde,C4H7NO3,Presence
HSDy,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
HSERTA,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
HSERTA,hom__L_c,L-Homoserine,C4H9NO3,Presence
HSERTA,achms_c,O Acetyl L homoserine C6H11NO4,C6H11NO4,Presence
HSERTA,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
HSK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
HSK,hom__L_c,L-Homoserine,C4H9NO3,Presence
HSK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
HSK,phom_c,O-Phospho-L-homoserine,C4H8NO6P,Presence
HSST,hom__L_c,L-Homoserine,C4H9NO3,Presence
HSST,succoa_c,Succinyl-CoA,C25H35N7O19P3S,Presence
HSST,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
HSST,suchms_c,O-Succinyl-L-homoserine,C8H12NO6,Presence
HSTPT,glu__L_c,L-Glutamate,C5H8NO4,Presence
HSTPT,imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,Presence
HSTPT,akg_c,2-Oxoglutarate,C5H4O5,Presence
HSTPT,hisp_c,L-Histidinol phosphate,C6H11N3O4P,Presence
HSTPTr,glu__L_c,L-Glutamate,C5H8NO4,Presence
HSTPTr,imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,Presence
HSTPTr,akg_c,2-Oxoglutarate,C5H4O5,Presence
HSTPTr,hisp_c,L-Histidinol phosphate,C6H11N3O4P,Presence
HVCD,3optcoa_c,3-Ocopentanoyl-CoA,C26H38N7O18P3S,Presence
HVCD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
HVCD,3hptcoa_c,3-Hydroxypentoyl-CoA,C26H40N7O18P3S,Presence
HVCD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
HXAND,hxan_c,Hypoxanthine,C5H4N4O,Presence
HXAND,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
HXAND,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
HXAND,xan_c,Xanthine,C5H4N4O2,Presence
HXAtex,hxa_e,Hexanoate (n-C6:0),C6H11O2,Presence
HXAtex,hxa_p,Hexanoate (n-C6:0),C6H11O2,Presence
HXCT,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
HXCT,hxa_c,Hexanoate (n-C6:0),C6H11O2,Presence
HXCT,ac_c,Acetate,C2H3O2,Presence
HXCT,hxcoa_c,Hexanoyl-CoA (n-C6:0CoA),C27H42N7O17P3S,Presence
HXPRT,hxan_c,Hypoxanthine,C5H4N4O,Presence
HXPRT,prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,Presence
HXPRT,imp_c,IMP C10H11N4O8P,C10H11N4O8P,Presence
HYPOE,pyam5p_c,Pyridoxamine 5'-phosphate,C8H12N2O5P,Presence
HYPOE,pydam_c,Pyridoxamine,C8H13N2O2,Presence
HYXNt,hxan_e,Hypoxanthine,C5H4N4O,Presence
HYXNt,hxan_c,Hypoxanthine,C5H4N4O,Presence
HYXNtex,hxan_e,Hypoxanthine,C5H4N4O,Presence
HYXNtex,hxan_p,Hypoxanthine,C5H4N4O,Presence
IBTtex,ibt_e,Isobutyrate,C4H7O2,Presence
IBTtex,ibt_p,Isobutyrate,C4H7O2,Presence
ICDHyr,icit_c,Isocitrate,C6H5O7,Presence
ICDHyr,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
ICDHyr,akg_c,2-Oxoglutarate,C5H4O5,Presence
ICDHyr,co2_c,CO2 CO2,CO2,Presence
ICDHyr,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
ICHORS,chor_c,Chorismate,C10H8O6,Presence
ICHORS,ichor_c,Isochorismate,C10H8O6,Presence
ICHORT,ichor_c,Isochorismate,C10H8O6,Presence
ICHORT,23ddhb_c,"2,3-Dihydro-2,3-dihydroxybenzoate",C7H7O4,Presence
ICHORT,pyr_c,Pyruvate,C3H3O3,Presence
ICITt4pp,icit_p,Isocitrate,C6H5O7,Presence
ICITt4pp,icit_c,Isocitrate,C6H5O7,Presence
ICITtex,icit_e,Isocitrate,C6H5O7,Presence
ICITtex,icit_p,Isocitrate,C6H5O7,Presence
ICITtupp,icit_p,Isocitrate,C6H5O7,Presence
ICITtupp,icit_c,Isocitrate,C6H5O7,Presence
ICL,icit_c,Isocitrate,C6H5O7,Presence
ICL,glx_c,Glyoxylate,C2HO3,Presence
ICL,succ_c,Succinate,C4H4O4,Presence
IDOND,5dglcn_c,5-Dehydro-D-gluconate,C6H9O7,Presence
IDOND,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
IDOND,idon__L_c,L-Idonate,C6H11O7,Presence
IDOND,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
IDOND2,5dglcn_c,5-Dehydro-D-gluconate,C6H9O7,Presence
IDOND2,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
IDOND2,idon__L_c,L-Idonate,C6H11O7,Presence
IDOND2,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
IG3PS,gln__L_c,L-Glutamine,C5H10N2O3,Presence
IG3PS,prlp_c,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C15H21N5O15P2,Presence
IG3PS,aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C9H13N4O8P,Presence
IG3PS,eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,Presence
IG3PS,glu__L_c,L-Glutamate,C5H8NO4,Presence
IGPDH,eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,Presence
IGPDH,imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,Presence
IGPDH_1,eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,Presence
IGPDH_1,imacp_c,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H7N2O5P,Presence
IGPS,2cpr5p_c,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P,Presence
IGPS,3ig3p_c,C'-(3-Indolyl)-glycerol 3-phosphate,C11H12NO6P,Presence
IGPS,co2_c,CO2 CO2,CO2,Presence
ILETA,akg_c,2-Oxoglutarate,C5H4O5,Presence
ILETA,ile__L_c,L-Isoleucine,C6H13NO2,Presence
ILETA,3mop_c,(S)-3-Methyl-2-oxopentanoate,C6H9O3,Presence
ILETA,glu__L_c,L-Glutamate,C5H8NO4,Presence
ILEabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
ILEabc,ile__L_e,L-Isoleucine,C6H13NO2,Presence
ILEabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
ILEabc,ile__L_c,L-Isoleucine,C6H13NO2,Presence
ILEabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
ILEabcpp,ile__L_p,L-Isoleucine,C6H13NO2,Presence
ILEabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
ILEabcpp,ile__L_c,L-Isoleucine,C6H13NO2,Presence
ILEt2r,ile__L_e,L-Isoleucine,C6H13NO2,Presence
ILEt2r,ile__L_c,L-Isoleucine,C6H13NO2,Presence
ILEtex,ile__L_e,L-Isoleucine,C6H13NO2,Presence
ILEtex,ile__L_p,L-Isoleucine,C6H13NO2,Presence
IMPC,imp_c,IMP C10H11N4O8P,C10H11N4O8P,Presence
IMPC,fprica_c,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C10H13N4O9P,Presence
IMPD,imp_c,IMP C10H11N4O8P,C10H11N4O8P,Presence
IMPD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
IMPD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
IMPD,xmp_c,Xanthosine 5'-phosphate,C10H11N4O9P,Presence
IND3ACtex,ind3ac_p,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
IND3ACtex,ind3ac_e,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
IND3ACtpp,ind3ac_c,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
IND3ACtpp,ind3ac_p,Indole 3 acetate C10H8NO2,C10H8NO2,Presence
INDOLEt2pp,indole_c,Indole,C8H7N,Presence
INDOLEt2pp,indole_p,Indole,C8H7N,Presence
INDOLEt5,indole_c,Indole,C8H7N,Presence
INDOLEt5,indole_e,Indole,C8H7N,Presence
INDOLEt6,indole_p,Indole,C8H7N,Presence
INDOLEt6,indole_e,Indole,C8H7N,Presence
INDOLEtex,indole_e,Indole,C8H7N,Presence
INDOLEtex,indole_p,Indole,C8H7N,Presence
INOSR,inost_c,Myo-Inositol,C6H12O6,Presence
INOSR,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
INOSR,2ins_c,2-Inosose,C6H10O6,Presence
INOSR,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
INS2D,inost_c,Myo-Inositol,C6H12O6,Presence
INS2D,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
INS2D,2ins_c,2-Inosose,C6H10O6,Presence
INS2D,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
INSCR,2ins_c,2-Inosose,C6H10O6,Presence
INSCR,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
INSCR,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
INSCR,dhap_c,Dihydroxyacetone phosphate,C3H5O6P,Presence
INSCR,msa_c,Malonate semialdehyde,C3H3O3,Presence
INSH,ins_c,Inosine,C10H12N4O5,Presence
INSH,hxan_c,Hypoxanthine,C5H4N4O,Presence
INSH,rib__D_c,D-Ribose,C5H10O5,Presence
INSTabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
INSTabc,inost_e,Myo-Inositol,C6H12O6,Presence
INSTabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
INSTabc,inost_c,Myo-Inositol,C6H12O6,Presence
INSt3pp,ins_c,Inosine,C10H12N4O5,Presence
INSt3pp,ins_p,Inosine,C10H12N4O5,Presence
INStex,ins_e,Inosine,C10H12N4O5,Presence
INStex,ins_p,Inosine,C10H12N4O5,Presence
IPDPS,h2mb4p_c,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,C5H9O8P2,Presence
IPDPS,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
IPDPS,ipdp_c,Isopentenyl diphosphate,C5H9O7P2,Presence
IPDPS,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
IPDPUDCT,ggdp_c,Geranylgeranyl diphosphate C20H33O7P2,C20H33O7P2,Presence
IPDPUDCT,ipdp_c,Isopentenyl diphosphate,C5H9O7P2,Presence
IPDPUDCT,udcpdp_c,Undecaprenyl diphosphate,C55H90O7P2,Presence
IPMD,3c2hmp_c,3-Carboxy-2-hydroxy-4-methylpentanoate,C7H10O5,Presence
IPMD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
IPMD,3c4mop_c,3-Carboxy-4-methyl-2-oxopentanoate,C7H8O5,Presence
IPMD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
IPPMIa,3c2hmp_c,3-Carboxy-2-hydroxy-4-methylpentanoate,C7H10O5,Presence
IPPMIa,2ippm_c,2-Isopropylmaleate,C7H8O4,Presence
IPPMIb,2ippm_c,2-Isopropylmaleate,C7H8O4,Presence
IPPMIb,3c3hmp_c,3-Carboxy-3-hydroxy-4-methylpentanoate,C7H10O5,Presence
IPPS,3mob_c,3-Methyl-2-oxobutanoate,C5H7O3,Presence
IPPS,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
IPPS,3c3hmp_c,3-Carboxy-3-hydroxy-4-methylpentanoate,C7H10O5,Presence
IPPS,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
ISETACabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
ISETACabcpp,isetac_p,Isethionic acid,C2H5O4S,Presence
ISETACabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
ISETACabcpp,isetac_c,Isethionic acid,C2H5O4S,Presence
ISETACtex,isetac_e,Isethionic acid,C2H5O4S,Presence
ISETACtex,isetac_p,Isethionic acid,C2H5O4S,Presence
ISOAML,bglyg4n_c,Branching glycogen  4 units,C24H40O20,Presence
ISOAML,maltttr_c,Maltotetraose,C24H42O21,Presence
ISTNTabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
ISTNTabc,istnt_e,Isethionate C2H5O4S,C2H5O4S,Presence
ISTNTabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
ISTNTabc,istnt_c,Isethionate C2H5O4S,C2H5O4S,Presence
IZPN,4izp_c,4-Imidazolone-5-propanoate,C6H7N2O3,Presence
IZPN,forglu_c,N-Formimidoyl-L-glutamate,C6H9N2O4,Presence
KARA1,23dhmb_c,"(R)-2,3-Dihydroxy-3-methylbutanoate",C5H9O4,Presence
KARA1,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KARA1,alac__S_c,(S)-2-Acetolactate,C5H7O4,Presence
KARA1,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KARA2,2ahbut_c,(S)-2-Aceto-2-hydroxybutanoate,C6H9O4,Presence
KARA2,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KARA2,23dhmp_c,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4,Presence
KARA2,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KARI_1,2ahbut_c,(S)-2-Aceto-2-hydroxybutanoate,C6H9O4,Presence
KARI_1,3hmop_c,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,C6H9O4,Presence
KARI_23dhmp_1,3hmop_c,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,C6H9O4,Presence
KARI_23dhmp_1,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KARI_23dhmp_1,23dhmp_c,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4,Presence
KARI_23dhmp_1,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KAS13,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAS13,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
KAS13,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KAS13,co2_c,CO2 CO2,CO2,Presence
KAS13,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAS13,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KAS13,ocdca_c,Octadecanoate (n-C18:0),C18H35O2,Presence
KAS17,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAS17,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
KAS17,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KAS17,co2_c,CO2 CO2,CO2,Presence
KAS17,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAS17,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KAS17,ocdcea_c,Octadecenoate (n-C18:1),C18H33O2,Presence
KAS2,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAS2,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
KAS2,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KAS2,co2_c,CO2 CO2,CO2,Presence
KAS2,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAS2,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KAS2,ttdca_c,Tetradecanoate (n-C14:0),C14H27O2,Presence
KAS7,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAS7,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
KAS7,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KAS7,co2_c,CO2 CO2,CO2,Presence
KAS7,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAS7,hdcea_c,Hexadecenoate (n-C16:1),C16H29O2,Presence
KAS7,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KAS8,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAS8,malcoa_c,Malonyl CoA C24H33N7O19P3S,C24H33N7O19P3S,Presence
KAS8,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
KAS8,co2_c,CO2 CO2,CO2,Presence
KAS8,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAS8,hdca_c,Hexadecanoate (n-C16:0),C16H31O2,Presence
KAS8,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
KAT1,aacoa_c,Acetoacetyl-CoA,C25H36N7O18P3S,Presence
KAT1,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT1,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT10,3ohpcoa_c,3 oxoheptanoyl CoA,C28H42N7O18P3S,Presence
KAT10,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT10,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT10,ptcoa_c,Pentanoyl-CoA,C26H40N7O17P3S,Presence
KAT11,3ononacoa_c,3 Oxononanoyl CoA,C30H44N7O18P3S,Presence
KAT11,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT11,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT11,hptcoa_c,Heptanoyl-COA,C28H42N7O17P3S,Presence
KAT16,3ophxacoa_c,3 Oxophenylhexanoyl CoA,C33H42N7O18P3S,Presence
KAT16,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT16,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT16,pbcoa_c,4 Phenyl butyryl CoA Phe C4CoA,C31H40N7O17P3S,Presence
KAT17,3opptcoa_c,3 Oxophenylpentanoyl CoA,C32H40N7O18P3S,Presence
KAT17,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT17,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT17,phppcoa_c,3 Phenyl propionyl CoA Phe C30 CoA,C30H38N7O17P3S,Presence
KAT18,3opbcoa_c,3 Oxophenylbutanoyl CoA,C31H40N7O18P3S,Presence
KAT18,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT18,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT18,phaccoa_c,Phenylacetyl-CoA,C29H38N7O17P3S,Presence
KAT19,3o6athcoa_c,3 Oxo 6 acetylthiohexanoyl CoA,C23H32N7O16P3S,Presence
KAT19,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT19,4atbcoa_c,4 Acetylthiobutanoyl CoA,C21H30N7O15P3S,Presence
KAT19,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT20,3ovacccoa_c,3 oxo  11Z  octadecenyl CoA,C39H62N7O18P3S,Presence
KAT20,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT20,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT20,hdcoa_c,Hexadecenoyl-CoA (n-C16:1CoA),C37H60N7O17P3S,Presence
KAT21,3ohdccoa_c,3 oxo  9Z  hexadecenyl CoA,C37H58N7O18P3S,Presence
KAT21,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT21,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT21,tdecoa_c,Tetradecenoyl-CoA (n-C14:1CoA),C35H56N7O17P3S,Presence
KAT22,3otdccoa_c,3 oxo  7Z  tetradecenyl CoA,C35H54N7O18P3S,Presence
KAT22,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT22,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT22,ddecoa_c,Cis dodedec 5 enoyl CoA,C33H52N7O17P3S,Presence
KAT23,3oddccoa_c,3 oxo  5Z  dodedecenyl CoA,C33H51N7O18P3S,Presence
KAT23,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT23,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT23,decoa_c,1-decanoyl-CoA,C31H49N7O17P3S,Presence
KAT24,3oodecoa_c,3 oxo  9Z  octadecenyl CoA,C39H62N7O18P3S,Presence
KAT24,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT24,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT24,hdd7coa_c,Cis hexadec 7 enoyl CoA,C37H60N7O17P3S,Presence
KAT25,3ohdd7coa_c,3 oxo  7Z  hexadecenyl CoA,C37H58N7O18P3S,Presence
KAT25,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT25,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT25,tded5coa_c,Cis tetradec 5 enoyl CoATetradecenoyl CoA  n C141d5CoA,C35H56N7O17P3S,Presence
KAT26,3odd5coa_c,3 oxo  5Z  tetradecenyl CoA,C35H54N7O18P3S,Presence
KAT26,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT26,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT26,dded3coa_c,Cis dodedec 3 enoyl CoAdodedecenoyl CoA  n C121d3CoA,C33H52N7O17P3S,Presence
KAT27,3optslacoa_c,3 oxo  6Z  octadecenyl CoA,C39H61N7O18P3S,Presence
KAT27,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT27,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT27,hdd4coa_c,Cis hexadec 4 enoyl CoA,C37H59N7O17P3S,Presence
KAT28,3ohdd4coa_c,3 oxo  4Z  hexadecenyl CoA,C37H58N7O18P3S,Presence
KAT28,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT28,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT28,tde_2Z_coa_c,Cis tetradec 2 enoyl CoATetradecenoyl CoA  n C141 2Z CoA,C35H56N7O17P3S,Presence
KAT29,3olnlccoa_c,3 oxo  9Z 12Z  octadec dienyl CoA,C39H58N7O18P3S,Presence
KAT29,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT29,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT29,hd_7_10_coa_c,Cis cis hexadec 7 10 dienoyl CoA,C37H56N7O17P3S,Presence
KAT30,3ohd710coa_c,"3-oxo-(7Z,10Z)-hexadecadienoyl-CoA",C37H54N7O18P3S,Presence
KAT30,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT30,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT30,td_5_8_coa_c,Cis cis tetradec 5 8 dienoyl CoA,C35H52N7O17P3S,Presence
KAT31,3ohd58coa_c,3 oxo  5Z 8Z  tetradec dienyl CoA,C35H50N7O18P3S,Presence
KAT31,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT31,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT31,dd_3_6_coa_c,Cis cis dodedec 3 6 dienoyl CoA,C33H48N7O17P3S,Presence
KAT32,3odd6coa_c,3 oxo  6Z  dodedecenyl CoA,C33H48N7O18P3S,Presence
KAT32,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
KAT32,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
KAT32,dec4coa_c,4 cis decenoyl CoA,C31H46N7O17P3S,Presence
KG6PDC,3dhgulnp_c,3-keto-L-gulonate-6-phosphate,C6H8O10P,Presence
KG6PDC,co2_c,CO2 CO2,CO2,Presence
KG6PDC,xu5p__L_c,L-Xylulose 5-phosphate,C5H9O8P,Presence
Kabc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
Kabc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
Kabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
Kabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
LAAF,Larab_e,Alpha L Arabinan C15H24O12,C15H24O12,Presence
LAAF,arab__L_e,L-Arabinose,C5H10O5,Presence
LACZpp,lcts_p,Lactose C12H22O11,C12H22O11,Presence
LACZpp,gal_p,D-Galactose,C6H12O6,Presence
LACZpp,glc__D_p,D-Glucose,C6H12O6,Presence
LADGMDH,LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
LADGMDH,26dap__M_c,"Meso-2,6-Diaminoheptanedioate",C7H14N2O4,Presence
LADGMDH,LalaDglu_c,L-alanine-D-glutamate,C8H13N2O5,Presence
LALALGLUtex,LalaLglu_e,L-alanine-L-glutamate,C8H13N2O5,Presence
LALALGLUtex,LalaLglu_p,L-alanine-L-glutamate,C8H13N2O5,Presence
LALDO,gthrd_c,Reduced glutathione,C10H16N3O6S,Presence
LALDO,lald__D_c,D-Lactaldehyde,C3H6O2,Presence
LALDO,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
LALDO,lgt__S_c,(R)-S-Lactoylglutathione,C13H20N3O8S,Presence
LALDO,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LALGP,LalaLglu_c,L-alanine-L-glutamate,C8H13N2O5,Presence
LALGP,ala__L_c,L-Alanine,C3H7NO2,Presence
LALGP,glu__L_c,L-Glutamate,C5H8NO4,Presence
LASP2OA,Largn_c,L-Arogenate,C10H13NO5,Presence
LASP2OA,oaa_c,Oxaloacetate,C4H2O5,Presence
LASP2OA,asp__L_c,L-Aspartate,C4H6NO4,Presence
LASP2OA,pphn_c,Prephenate,C10H8O6,Presence
LCADi,lald__L_c,L-Lactaldehyde,C3H6O2,Presence
LCADi,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
LCADi,lac__L_c,L-Lactate,C3H5O3,Presence
LCADi,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LCARR,lald__D_c,D-Lactaldehyde,C3H6O2,Presence
LCARR,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LCARR,12ppd__R_c,"(R)-Propane-1,2-diol",C3H8O2,Presence
LCARR,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
LCARS,lald__L_c,L-Lactaldehyde,C3H6O2,Presence
